,address,street_name,street_type,street_quad,house_number,address_type,longitude,latitude,location,point,:@computed_region_4a3i_ccfj,:@computed_region_4b54_tmc4,:@computed_region_kxmf_bzkv,:@computed_region_hq2j_w7j9,:@computed_region_p8tp_5dkv,house_alpha
1573,13 CHAPARRAL VALLEY PA SE,CHAPARRAL VALLEY,PA,SE,13,Parcel,-114.01757390288564,50.88551229212841,"{'latitude': '50.88551229212841', 'longitude': '-114.01757390288564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01757390288564, 50.88551229212841]}",3,6,130,218,13,
1574,#2 200 HIDDEN HILLS TC NW,HIDDEN HILLS,TC,NW,200,Parcel,-114.1348203278574,51.15051290150184,"{'latitude': '51.15051290150184', 'longitude': '-114.1348203278574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1348203278574, 51.15051290150184]}",2,2,25,289,12,
1575,331 CANTERVILLE DR SW,CANTERVILLE,DR,SW,331,Parcel,-114.09334584205212,50.94107461719321,"{'latitude': '50.94107461719321', 'longitude': '-114.09334584205212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09334584205212, 50.94107461719321]}",1,5,283,24,6,
1576,39 PENWORTH CR SE,PENWORTH,CR,SE,39,Parcel,-113.95383554185189,51.04925022481967,"{'latitude': '51.04925022481967', 'longitude': '-113.95383554185189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95383554185189, 51.04925022481967]}",3,12,30,244,11,
1577,640 20 AV NW,20,AV,NW,640,Parcel,-114.07628234016505,51.070656876876235,"{'latitude': '51.070656876876235', 'longitude': '-114.07628234016505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07628234016505, 51.070656876876235]}",2,7,17,256,7,
1578,111 TUSSLEWOOD VW NW,TUSSLEWOOD,VW,NW,111,Parcel,-114.24743519664969,51.13721055533079,"{'latitude': '51.13721055533079', 'longitude': '-114.24743519664969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.24743519664969, 51.13721055533079]}",2,13,158,107,9,
1579,331 CITADEL DR NW,CITADEL,DR,NW,331,Parcel,-114.18148790872347,51.14760950148151,"{'latitude': '51.14760950148151', 'longitude': '-114.18148790872347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.18148790872347, 51.14760950148151]}",2,3,247,177,10,
1580,3271 SIGNAL HILL DR SW,SIGNAL HILL,DR,SW,3271,Parcel,-114.18184150278604,51.028093306315355,"{'latitude': '51.028093306315355', 'longitude': '-114.18184150278604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.18184150278604, 51.028093306315355]}",1,1,278,65,14,
1581,266 HUNTINGTON CL NE,HUNTINGTON,CL,NE,266,Parcel,-114.0574560695534,51.1240365613097,"{'latitude': '51.1240365613097', 'longitude': '-114.0574560695534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.0574560695534, 51.1240365613097]}",4,2,261,158,4,
1582,6804 MEMORIAL DR NE,MEMORIAL,DR,NE,6804,Parcel,-113.93584362902219,51.05259136827515,"{'latitude': '51.05259136827515', 'longitude': '-113.93584362902219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93584362902219, 51.05259136827515]}",4,12,33,246,3,
1583,51 DEERBOW PL SE,DEERBOW,PL,SE,51,Parcel,-114.01531251477937,50.91643356294247,"{'latitude': '50.91643356294247', 'longitude': '-114.01531251477937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01531251477937, 50.91643356294247]}",3,6,168,71,13,
1584,11 TEMPLEVALE WY NE,TEMPLEVALE,WY,NE,11,Parcel,-113.94243571810118,51.08902156076229,"{'latitude': '51.08902156076229', 'longitude': '-113.94243571810118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94243571810118, 51.08902156076229]}",4,9,22,237,3,
1585,2021 41 AV SW,41,AV,SW,2021,Parcel,-114.10759321166019,51.016835844970124,"{'latitude': '51.016835844970124', 'longitude': '-114.10759321166019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10759321166019, 51.016835844970124]}",1,8,200,267,2,
1586,119 MILLBANK RD SW,MILLBANK,RD,SW,119,Parcel,-114.07428097292258,50.91341527782874,"{'latitude': '50.91341527782874', 'longitude': '-114.07428097292258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07428097292258, 50.91341527782874]}",1,5,156,74,6,
1587,6216 5 AV SE,5,AV,SE,6216,Parcel,-113.94351558741867,51.04863111951223,"{'latitude': '51.04863111951223', 'longitude': '-113.94351558741867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94351558741867, 51.04863111951223]}",3,12,30,244,11,
1588,268 SANDARAC DR NW,SANDARAC,DR,NW,268,Parcel,-114.10163954525477,51.13884711858778,"{'latitude': '51.13884711858778', 'longitude': '-114.10163954525477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10163954525477, 51.13884711858778]}",2,2,270,121,4,
1589,58 SOMERGLEN PA SW,SOMERGLEN,PA,SW,58,Parcel,-114.0733977031741,50.89682638385472,"{'latitude': '50.89682638385472', 'longitude': '-114.0733977031741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.0733977031741, 50.89682638385472]}",1,5,55,125,6,
1590,368 SUNMILLS DR SE,SUNMILLS,DR,SE,368,Parcel,-114.03954778000406,50.897957890130655,"{'latitude': '50.897957890130655', 'longitude': '-114.03954778000406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.03954778000406, 50.897957890130655]}",3,6,52,128,13,
1591,4319 CHIPPEWA RD NW,CHIPPEWA,RD,NW,4319,Parcel,-114.11312349084822,51.09284420650985,"{'latitude': '51.09284420650985', 'longitude': '-114.11312349084822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11312349084822, 51.09284420650985]}",2,7,125,269,4,
1592,2336 ERLTON PL SW,ERLTON,PL,SW,2336,Parcel,-114.06331922699334,51.03231567812526,"{'latitude': '51.03231567812526', 'longitude': '-114.06331922699334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.06331922699334, 51.03231567812526]}",1,10,187,187,5,
1593,8044 HUNTWICK HL NE,HUNTWICK,HL,NE,8044,Parcel,-114.06407791246522,51.124843030626636,"{'latitude': '51.124843030626636', 'longitude': '-114.06407791246522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.06407791246522, 51.124843030626636]}",4,2,261,158,4,
1594,92 WALDEN TC SE,WALDEN,TC,SE,92,Parcel,-114.03462359818406,50.8726842600711,"{'latitude': '50.8726842600711', 'longitude': '-114.03462359818406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.03462359818406, 50.8726842600711]}",3,6,135,190,13,
1595,1319 SOUTHDALE CR SW,SOUTHDALE,CR,SW,1319,Parcel,-114.09200577084805,50.951963800689015,"{'latitude': '50.951963800689015', 'longitude': '-114.09200577084805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09200577084805, 50.951963800689015]}",1,8,7,91,5,
1596,94 CHAPALA CR SE,CHAPALA,CR,SE,94,Parcel,-114.03168665899929,50.883468130307016,"{'latitude': '50.883468130307016', 'longitude': '-114.03168665899929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.03168665899929, 50.883468130307016]}",3,6,130,218,13,
1597,7 SOMERVALE DR SW,SOMERVALE,DR,SW,7,Parcel,-114.07466294168958,50.89994425301781,"{'latitude': '50.89994425301781', 'longitude': '-114.07466294168958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07466294168958, 50.89994425301781]}",1,5,55,125,6,
1598,99 TARAWOOD CL NE,TARAWOOD,CL,NE,99,Parcel,-113.93975925308119,51.12315478039526,"{'latitude': '51.12315478039526', 'longitude': '-113.93975925308119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93975925308119, 51.12315478039526]}",4,11,26,290,1,
1599,5739 RUNDLEHORN DR NE,RUNDLEHORN,DR,NE,5739,Parcel,-113.95045115432725,51.071419638531324,"{'latitude': '51.071419638531324', 'longitude': '-113.95045115432725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.95045115432725, 51.071419638531324]}",4,9,36,294,3,
1600,3 HAWKSLOW PL NW,HAWKSLOW,PL,NW,3,Parcel,-114.17276594642249,51.124789178306635,"{'latitude': '51.124789178306635', 'longitude': '-114.17276594642249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.17276594642249, 51.124789178306635]}",2,3,248,176,10,
1601,104 LAKE CRIMSON CL SE,LAKE CRIMSON,CL,SE,104,Parcel,-114.03695104664108,50.9315061562157,"{'latitude': '50.9315061562157', 'longitude': '-114.03695104664108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.03695104664108, 50.9315061562157]}",3,6,267,123,13,
1602,114 CITADEL ESTATES HT NW,CITADEL ESTATES,HT,NW,114,Parcel,-114.1902619491116,51.144452484702995,"{'latitude': '51.144452484702995', 'longitude': '-114.1902619491116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1902619491116, 51.144452484702995]}",2,3,247,177,10,
1603,379 MT APEX GR SE,MT APEX,GR,SE,379,Parcel,-113.97918196414668,50.92576874775339,"{'latitude': '50.92576874775339', 'longitude': '-113.97918196414668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.97918196414668, 50.92576874775339]}",3,4,296,89,13,
1604,311 DEERCLIFF RD SE,DEERCLIFF,RD,SE,311,Parcel,-114.01496737294752,50.9296785128395,"{'latitude': '50.9296785128395', 'longitude': '-114.01496737294752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01496737294752, 50.9296785128395]}",3,6,151,255,13,
1605,92 BRIDLEWOOD PA SW,BRIDLEWOOD,PA,SW,92,Parcel,-114.10354370509171,50.898810270420256,"{'latitude': '50.898810270420256', 'longitude': '-114.10354370509171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10354370509171, 50.898810270420256]}",1,5,138,283,6,
1606,11578 TUSCANY BV NW,TUSCANY,BV,NW,11578,Parcel,-114.25381335647118,51.121625507676924,"{'latitude': '51.121625507676924', 'longitude': '-114.25381335647118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.25381335647118, 51.121625507676924]}",2,13,158,107,9,
1607,2319 5 AV NW,5,AV,NW,2319,Parcel,-114.11405550319229,51.057114919881506,"{'latitude': '51.057114919881506', 'longitude': '-114.11405550319229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11405550319229, 51.057114919881506]}",2,7,280,35,7,
1608,154 EVANSPARK CI NW,EVANSPARK,CI,NW,154,Parcel,-114.1162578632022,51.17128500955111,"{'latitude': '51.17128500955111', 'longitude': '-114.1162578632022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1162578632022, 51.17128500955111]}",2,3,237,92,10,
1609,#4109 333 TARALAKE WY NE,TARALAKE,WY,NE,333,Parcel,-113.92586388193834,51.118236021228135,"{'latitude': '51.118236021228135', 'longitude': '-113.92586388193834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.92586388193834, 51.118236021228135]}",4,11,26,290,1,
1610,4108 80 AV NE,80,AV,NE,4108,Parcel,-113.97497103629682,51.12539010050058,"{'latitude': '51.12539010050058', 'longitude': '-113.97497103629682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.97497103629682, 51.12539010050058]}",4,11,74,69,1,
1611,25 SHANNON MR SW,SHANNON,MR,SW,25,Parcel,-114.09145591464801,50.911271232165475,"{'latitude': '50.911271232165475', 'longitude': '-114.09145591464801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09145591464801, 50.911271232165475]}",1,5,115,281,6,
1612,3431 35 AV SE,35,AV,SE,3431,Parcel,-113.98695288585303,51.02212071534808,"{'latitude': '51.02212071534808', 'longitude': '-113.98695288585303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.98695288585303, 51.02212071534808]}",3,10,196,1,11,
1613,4147 MARYVALE DR NE,MARYVALE,DR,NE,4147,Parcel,-113.97224892457962,51.05613197891944,"{'latitude': '51.05613197891944', 'longitude': '-113.97224892457962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.97224892457962, 51.05613197891944]}",4,12,77,80,3,
1614,445 72 AV NE,72,AV,NE,445,Parcel,-114.05609321947382,51.11770179988316,"{'latitude': '51.11770179988316', 'longitude': '-114.05609321947382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.05609321947382, 51.11770179988316]}",4,2,261,158,4,
1615,787 MARYVALE WY NE,MARYVALE,WY,NE,787,Parcel,-113.96729421130483,51.05752474163398,"{'latitude': '51.05752474163398', 'longitude': '-113.96729421130483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96729421130483, 51.05752474163398]}",4,12,77,80,3,
1616,7831 21A ST SE,21A,ST,SE,7831,Parcel,-114.00752217288458,50.982046385530815,"{'latitude': '50.982046385530815', 'longitude': '-114.00752217288458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.00752217288458, 50.982046385530815]}",3,10,28,242,11,
1617,139 MT DOUGLAS MR SE,MT DOUGLAS,MR,SE,139,Parcel,-113.98244373473219,50.92308759076316,"{'latitude': '50.92308759076316', 'longitude': '-113.98244373473219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.98244373473219, 50.92308759076316]}",3,4,296,89,13,
1618,130 CASTLEBROOK RI NE,CASTLEBROOK,RI,NE,130,Parcel,-113.96760641610292,51.10437054956369,"{'latitude': '51.10437054956369', 'longitude': '-113.96760641610292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96760641610292, 51.10437054956369]}",4,9,119,262,1,
1619,162 MACEWAN RIDGE VI NW,MACEWAN RIDGE,VI,NW,162,Parcel,-114.11786913159749,51.143530450260286,"{'latitude': '51.143530450260286', 'longitude': '-114.11786913159749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11786913159749, 51.143530450260286]}",2,2,146,253,4,
1620,99 COPPERFIELD CL SE,COPPERFIELD,CL,SE,99,Parcel,-113.94141069240852,50.91136714608403,"{'latitude': '50.91136714608403', 'longitude': '-113.94141069240852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94141069240852, 50.91136714608403]}",3,4,96,230,8,
1621,80 TUSCANY RIDGE CR NW,TUSCANY RIDGE,CR,NW,80,Parcel,-114.2561615977417,51.1274675836971,"{'latitude': '51.1274675836971', 'longitude': '-114.2561615977417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.2561615977417, 51.1274675836971]}",2,13,158,107,9,
1622,1816 BAY SHORE RD SW,BAY SHORE,RD,SW,1816,Parcel,-114.1027934354158,50.973018018357166,"{'latitude': '50.973018018357166', 'longitude': '-114.1027934354158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1027934354158, 50.973018018357166]}",1,8,169,72,5,
1623,123 CRANFORD GR SE,CRANFORD,GR,SE,123,Parcel,-113.96869642424944,50.872244687628886,"{'latitude': '50.872244687628886', 'longitude': '-113.96869642424944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96869642424944, 50.872244687628886]}",3,4,294,82,8,
1624,16 SILVERADO SKIES LN SW,SILVERADO SKIES,LN,SW,16,Parcel,-114.0845067939372,50.88912291766004,"{'latitude': '50.88912291766004', 'longitude': '-114.0845067939372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.0845067939372, 50.88912291766004]}",1,6,134,252,6,
1625,2204 27 ST SE,27,ST,SE,2204,Parcel,-113.99309498488783,51.03363993492149,"{'latitude': '51.03363993492149', 'longitude': '-113.99309498488783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.99309498488783, 51.03363993492149]}",3,12,15,49,11,
